observation,prediction,fold,y_pred
0.096483333191524,,5.0,0.112610325
0.0779187503891687,,2.0,0.048587937
0.0701708337292075,,5.0,0.069666736
0.0719562508941938,,3.0,0.07461847
0.0667354171164334,,2.0,0.052372657
0.0544208330490316,,3.0,0.05458669
0.0740020836237818,,4.0,0.051069863
0.0491104167886078,,3.0,0.026414474
0.0414479173099001,,4.0,0.016033396
0.0836020831484348,,1.0,0.04868418
0.0619250001230588,,4.0,0.016469628
0.0366166670573875,,2.0,0.006529285
0.0290833333468375,,5.0,0.015888749
0.096181249866883,,3.0,0.062192973
0.0676770837356647,,1.0,0.013053506
0.0406833335679645,,4.0,0.005948613
0.0315187503583729,,5.0,0.0053163865
0.0258229166114082,,4.0,0.001146752
0.0228812501494152,,1.0,0.0039872606
0.0200895832967944,,4.0,0.00097310607
0.0180750001454726,,2.0,0.0012364144
0.016687500232365,,3.0,0.0012393957
0.0152958332522151,,3.0,0.0012591574
0.0146500000264496,,3.0,0.0016661959
0.0143124999012798,,3.0,0.0010952433
0.013929166792271,,3.0,0.0022065435
0.0136083332666506,,3.0,0.0021189617
0.0134020833259759,,1.0,0.0040369215
0.0130458333005663,,1.0,0.0026364292
0.0128562501049601,,1.0,0.0024670523
0.0127062501754457,,5.0,0.0023030732
0.0125687500888792,,3.0,0.00079319533
0.0123770833791544,,2.0,0.0008827623
0.0122687500649287,,1.0,0.0030923693
0.0120291668572463,,4.0,0.00073654467
0.0120479166895772,,1.0,0.002550916
0.0119979167260074,,2.0,0.00079227565
0.0119833334562524,,1.0,0.00350037
0.0119791668257676,,4.0,0.0009394891
0.0119312501822909,,1.0,0.0029938833
0.0118625002505723,,3.0,0.0011070268
0.011870833550347,,1.0,0.0042583924
0.0118000000754061,,5.0,0.002544201
0.0117312500854799,,2.0,0.0006804376
0.0116916667417778,,1.0,0.002726306
0.0118791667628102,,5.0,0.0031870296
0.0116250001301523,,3.0,0.0013363499
0.0116062501037959,,2.0,0.00079028984
0.0116979168766799,,4.0,0.00047097902
